formula,concentration,temperature,soak_time,ph,curing_time,metal_a_type,metal_a_concentration,metal_b_type,molar_ratio_b_a,experiment_condition,Uniformity,Coverage,Adhesion,Timestamp
21.0,2.0,35.0,13.0,6.0,10.0,10.0,40.0,4.0,7.0,1.0,1.0,0.939910463988781,1.0256572496145964,2025-12-01-16:21:14
4.0,6.0,30.0,18.0,5.0,30.0,19.0,30.0,16.0,5.0,1.0,1.0,0.9206358641386032,1.0940771475434303,2025-12-01-16:21:14
11.0,4.0,35.0,1.0,5.5,20.0,4.0,20.0,10.0,2.0,2.0,1.0,0.9866814073175192,1.0934598073363304,2025-12-01-16:21:14
14.0,8.0,25.0,28.0,8.0,20.0,13.0,50.0,9.0,8.0,1.0,1.0,0.9406420327723026,1.0869404450058937,2025-12-01-16:21:14
13.0,5.0,30.0,24.0,4.5,15.0,2.0,10.0,13.0,3.0,2.0,1.0,0.9432284720242023,1.0741094052791595,2025-12-01-16:21:14
1.0,1.0,25.0,30.0,4.0,30.0,1.0,50.0,0.0,10.0,1.0,1.0,0.966642789542675,1.0578185580670834,2025-12-01-16:21:15
21.0,10.0,40.0,1.0,6.0,10.0,20.0,10.0,19.0,1.0,2.0,1.0,0.9939960655756295,1.028456348925829,2025-12-01-16:21:15
1.0,1.0,25.0,30.0,6.0,30.0,20.0,10.0,0.0,1.0,2.0,1.0,0.9799334276467562,1.0501385629177094,2025-12-01-16:21:15
1.0,10.0,40.0,30.0,6.0,10.0,20.0,50.0,0.0,10.0,1.0,1.0,0.9135056361556053,1.0272649116814137,2025-12-01-16:21:19
21.0,1.0,25.0,1.0,4.0,30.0,20.0,50.0,19.0,1.0,2.0,1.0,0.9600233361124992,1.0002597868442535,2025-12-01-16:21:19
21.0,1.0,25.0,1.0,6.0,30.0,1.0,10.0,20.0,10.0,2.0,1.0,0.9165364652872086,1.0878817364573479,2025-12-01-16:21:19
1.0,1.0,40.0,30.0,6.0,30.0,1.0,50.0,20.0,1.0,2.0,1.0,0.999343884002883,1.0114180510863662,2025-12-01-16:21:22
1.0,10.0,25.0,1.0,4.0,10.0,20.0,10.0,0.0,10.0,2.0,1.0,0.9623648710548878,1.0837438628077507,2025-12-01-16:21:22
21.0,10.0,40.0,1.0,6.0,30.0,1.0,10.0,0.0,1.0,2.0,1.0,0.9416308887302876,1.0119697274640203,2025-12-01-16:21:22
1.0,5.0,25.0,1.0,6.0,10.0,1.0,20.0,20.0,1.0,1.0,1.0,0.9221386983990669,1.0101800141856074,2025-12-01-16:21:26
21.0,7.0,40.0,30.0,4.0,30.0,20.0,50.0,0.0,10.0,2.0,1.0,0.9183991029858589,1.0306022595614195,2025-12-01-16:21:26
1.0,1.0,40.0,9.0,6.0,30.0,20.0,10.0,19.0,10.0,2.0,1.0,0.9492347277700901,1.040119208395481,2025-12-01-16:21:26
11.0,1.0,40.0,1.0,5.5,10.0,1.0,50.0,16.0,1.0,3.0,1.0,0.9970265447627753,1.052191387861967,2025-12-01-16:21:31
10.0,10.0,40.0,30.0,6.0,30.0,20.0,10.0,19.0,1.0,1.0,1.0,0.9840486757457256,1.0906595811247826,2025-12-01-16:21:31
10.0,1.0,40.0,8.0,4.5,30.0,8.0,10.0,17.0,1.0,1.0,1.0,0.980354368686676,1.0463899187743664,2025-12-01-16:21:31
21.0,1.0,35.0,1.0,6.0,30.0,1.0,30.0,19.0,1.0,3.0,1.0,0.9614435248076916,1.0602027736604214,2025-12-01-16:21:38
6.0,10.0,40.0,30.0,7.0,10.0,17.0,50.0,19.0,1.0,3.0,1.0,0.9968437850475311,1.093655675649643,2025-12-01-16:21:38
8.0,9.0,35.0,24.0,6.5,30.0,18.0,30.0,14.0,4.0,1.0,1.0,0.9186304584145546,1.0010527074337006,2025-12-01-16:21:38
1.0,5.0,35.0,1.0,6.0,10.0,20.0,10.0,7.0,2.0,3.0,1.0,0.9335212633013725,1.0974563360214233,2025-12-01-16:21:43
